"activity" "subject" "measurement" "average"
"walking" 3 "timeBodyGyroscopeJerkStandardDeviationZ" -0.536664080344828
"walking" 3 "timeBodyGyroscopeMagnitudeMean" -0.466411754137931
"walking" 3 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.561510683275862
"walking" 3 "timeBodyGyroscopeMeanX" -0.0256405192517241
"walking" 3 "timeBodyGyroscopeMeanY" -0.0779150937413793
"walking" 3 "timeBodyGyroscopeMeanZ" 0.0813485942827586
"walking" 3 "timeBodyGyroscopeStandardDeviationX" -0.571869560172414
"walking" 3 "timeBodyGyroscopeStandardDeviationY" -0.563793260172414
"walking" 3 "timeBodyGyroscopeStandardDeviationZ" -0.476696411551724
"walking" 3 "timeGravityAccelerationMagnitudeMean" -0.254690333275862
"walking" 3 "timeGravityAccelerationMagnitudeStandardDeviation" -0.328428936551724
"walking" 3 "timeGravityAccelerationMeanX" 0.936506743275862
"walking" 3 "timeGravityAccelerationMeanY" -0.261986357931034
"walking" 3 "timeGravityAccelerationMeanZ" -0.138107866258621
"walking" 3 "timeGravityAccelerationStandardDeviationX" -0.97777159137931
"walking" 3 "timeGravityAccelerationStandardDeviationY" -0.962355639482759
"walking" 3 "timeGravityAccelerationStandardDeviationZ" -0.952091795
"walking" 4 "frequencyBodyAccelerationJerkMeanX" -0.358883413666667
"walking" 4 "frequencyBodyAccelerationJerkMeanY" -0.279553391533333
"walking" 4 "frequencyBodyAccelerationJerkMeanZ" -0.728991595666667
"walking" 4 "frequencyBodyAccelerationJerkStandardDeviationX" -0.29732607245
"walking" 4 "frequencyBodyAccelerationJerkStandardDeviationY" -0.2099000063
"walking" 4 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.772359087333333
"walking" 4 "frequencyBodyAccelerationMagnitudeMean" -0.450804558333333
"walking" 4 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.651172628166667
"walking" 4 "frequencyBodyAccelerationMeanX" -0.426719449666667
"walking" 4 "frequencyBodyAccelerationMeanY" -0.14939963344
"walking" 4 "frequencyBodyAccelerationMeanZ" -0.631005470833333
"walking" 4 "frequencyBodyAccelerationStandardDeviationX" -0.447234929666667
"walking" 4 "frequencyBodyAccelerationStandardDeviationY" -0.101799450565167
"walking" 4 "frequencyBodyAccelerationStandardDeviationZ" -0.594198325666667
"walking" 4 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.318587811
"walking" 4 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.320458701
"walking" 4 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.724327420666667
"walking" 4 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.757768081166667
"walking" 4 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.609285588016667
"walking" 4 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.593937200833333
"walking" 4 "frequencyBodyGyroscopeMeanX" -0.373384540666667
"walking" 4 "frequencyBodyGyroscopeMeanY" -0.688460056666667
"walking" 4 "frequencyBodyGyroscopeMeanZ" -0.601381129166667
"walking" 4 "frequencyBodyGyroscopeStandardDeviationX" -0.542646759
"walking" 4 "frequencyBodyGyroscopeStandardDeviationY" -0.654657770166667
"walking" 4 "frequencyBodyGyroscopeStandardDeviationZ" -0.716458475166667
"walking" 4 "timeBodyAccelerationJerkMagnitudeMean" -0.366700879833333
"walking" 4 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.316918956
"walking" 4 "timeBodyAccelerationJerkMeanX" 0.0783529082183333
"walking" 4 "timeBodyAccelerationJerkMeanY" 0.00295602428666667
"walking" 4 "timeBodyAccelerationJerkMeanZ" -0.000767679338333334
"walking" 4 "timeBodyAccelerationJerkStandardDeviationX" -0.297042612533333
"walking" 4 "timeBodyAccelerationJerkStandardDeviationY" -0.221165131581667
"walking" 4 "timeBodyAccelerationJerkStandardDeviationZ" -0.7513913825
"walking" 4 "timeBodyAccelerationMagnitudeMean" -0.312050574166667
"walking" 4 "timeBodyAccelerationMagnitudeStandardDeviation" -0.527679103166667
"walking" 4 "timeBodyAccelerationMeanX" 0.278582015166667
"walking" 4 "timeBodyAccelerationMeanY" -0.0148399475341667
"walking" 4 "timeBodyAccelerationMeanZ" -0.11140306485
"walking" 4 "timeBodyAccelerationStandardDeviationX" -0.440829971333333
"walking" 4 "timeBodyAccelerationStandardDeviationY" -0.0788267367683333
"walking" 4 "timeBodyAccelerationStandardDeviationZ" -0.586252806833333
"walking" 4 "timeBodyGyroscopeJerkMagnitudeMean" -0.6813040365
"walking" 4 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.7301463685
"walking" 4 "timeBodyGyroscopeJerkMeanX" -0.115321556475
"walking" 4 "timeBodyGyroscopeJerkMeanY" -0.0393474489133333
"walking" 4 "timeBodyGyroscopeJerkMeanZ" -0.0551166852766667
"walking" 4 "timeBodyGyroscopeJerkStandardDeviationX" -0.492341066833333
"walking" 4 "timeBodyGyroscopeJerkStandardDeviationY" -0.807419937
"walking" 4 "timeBodyGyroscopeJerkStandardDeviationZ" -0.640454132833333
"walking" 4 "timeBodyGyroscopeMagnitudeMean" -0.49779220106
"walking" 4 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.553116111166667
"walking" 4 "timeBodyGyroscopeMeanX" -0.0317982557795
"walking" 4 "timeBodyGyroscopeMeanY" -0.0726905278583333
"walking" 4 "timeBodyGyroscopeMeanZ" 0.0805677161216667
"walking" 4 "timeBodyGyroscopeStandardDeviationX" -0.500916659
"walking" 4 "timeBodyGyroscopeStandardDeviationY" -0.665394092833333
"walking" 4 "timeBodyGyroscopeStandardDeviationZ" -0.662608226
"walking" 4 "timeGravityAccelerationMagnitudeMean" -0.312050574166667
"walking" 4 "timeGravityAccelerationMagnitudeStandardDeviation" -0.527679103166667
"walking" 4 "timeGravityAccelerationMeanX" 0.963999696833333
"walking" 4 "timeGravityAccelerationMeanY" -0.0858540265666667
"walking" 4 "timeGravityAccelerationMeanZ" 0.127764112666667
"walking" 4 "timeGravityAccelerationStandardDeviationX" -0.983826494833333
"walking" 4 "timeGravityAccelerationStandardDeviationY" -0.967963221
"walking" 4 "timeGravityAccelerationStandardDeviationZ" -0.962968112
"walking" 5 "frequencyBodyAccelerationJerkMeanX" -0.344954806428571
"walking" 5 "frequencyBodyAccelerationJerkMeanY" -0.181055554206071
"walking" 5 "frequencyBodyAccelerationJerkMeanZ" -0.590496615535714
"walking" 5 "frequencyBodyAccelerationJerkStandardDeviationX" -0.3213903195
"walking" 5 "frequencyBodyAccelerationJerkStandardDeviationY" -0.0545213604089286
"walking" 5 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.633429995714286
"walking" 5 "frequencyBodyAccelerationMagnitudeMean" -0.304992488892857
"walking" 5 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.519636926071429
"walking" 5 "frequencyBodyAccelerationMeanX" -0.287782607410714
"walking" 5 "frequencyBodyAccelerationMeanY" 0.00946037755178572
"walking" 5 "frequencyBodyAccelerationMeanZ" -0.490251090714286
"walking" 5 "frequencyBodyAccelerationStandardDeviationX" -0.297517355196429
"walking" 5 "frequencyBodyAccelerationStandardDeviationY" 0.0426026830839286
"walking" 5 "frequencyBodyAccelerationStandardDeviationZ" -0.483059957321429
"walking" 5 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.269481661080357
"walking" 5 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.305685376071429
"walking" 5 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.548053574821429
"walking" 5 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.455665300892857
"walking" 5 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.484262828928571
"walking" 5 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.589741506785714
"walking" 5 "frequencyBodyGyroscopeMeanX" -0.372668749642857
"walking" 5 "frequencyBodyGyroscopeMeanY" -0.513951718392857
"walking" 5 "frequencyBodyGyroscopeMeanZ" -0.213127031035714
"walking" 5 "frequencyBodyGyroscopeStandardDeviationX" -0.529392790178571
"walking" 5 "frequencyBodyGyroscopeStandardDeviationY" -0.502683380535714
"walking" 5 "frequencyBodyGyroscopeStandardDeviationZ" -0.420367075178571
"walking" 5 "timeBodyAccelerationJerkMagnitudeMean" -0.288333024071429
"walking" 5 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.282242276785714
"walking" 5 "timeBodyAccelerationJerkMeanX" 0.0845888833571429
"walking" 5 "timeBodyAccelerationJerkMeanY" -0.0163194101232143
"walking" 5 "timeBodyAccelerationJerkMeanZ" 8.32159351785732e-05
"walking" 5 "timeBodyAccelerationJerkStandardDeviationX" -0.302891024625
"walking" 5 "timeBodyAccelerationJerkStandardDeviationY" -0.0910397428607143
"walking" 5 "timeBodyAccelerationJerkStandardDeviationZ" -0.612895318571429
"walking" 5 "timeBodyAccelerationMagnitudeMean" -0.158338674394643
"walking" 5 "timeBodyAccelerationMagnitudeStandardDeviation" -0.377178733392857
"walking" 5 "timeBodyAccelerationMeanX" 0.27784234625
"walking" 5 "timeBodyAccelerationMeanY" -0.0172850317482679
"walking" 5 "timeBodyAccelerationMeanZ" -0.107741776464286
"walking" 5 "timeBodyAccelerationStandardDeviationX" -0.294098534232143
"walking" 5 "timeBodyAccelerationStandardDeviationY" 0.0767484028053571
"walking" 5 "timeBodyAccelerationStandardDeviationZ" -0.45702143625
"walking" 5 "timeBodyGyroscopeJerkMagnitudeMean" -0.444532485357143
"walking" 5 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.48919974625
"walking" 5 "timeBodyGyroscopeJerkMeanX" -0.0888408355267857
"walking" 5 "timeBodyGyroscopeJerkMeanY" -0.0449559531089286
"walking" 5 "timeBodyGyroscopeJerkMeanZ" -0.0482679596035714
"walking" 5 "timeBodyGyroscopeJerkStandardDeviationX" -0.357681403285714
"walking" 5 "timeBodyGyroscopeJerkStandardDeviationY" -0.57143812375
"walking" 5 "timeBodyGyroscopeJerkStandardDeviationZ" -0.157682543983929
"walking" 5 "timeBodyGyroscopeMagnitudeMean" -0.355933083571429
"walking" 5 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.492176823571429
"walking" 5 "timeBodyGyroscopeMeanX" -0.0488919896632143
"walking" 5 "timeBodyGyroscopeMeanY" -0.0690135249642857
"walking" 5 "timeBodyGyroscopeMeanZ" 0.0815435495892857
"walking" 5 "timeBodyGyroscopeStandardDeviationX" -0.490877497857143
"walking" 5 "timeBodyGyroscopeStandardDeviationY" -0.504622029821429
"walking" 5 "timeBodyGyroscopeStandardDeviationZ" -0.318700615178571
"walking" 5 "timeGravityAccelerationMagnitudeMean" -0.158338674394643
"walking" 5 "timeGravityAccelerationMagnitudeStandardDeviation" -0.377178733392857
"walking" 5 "timeGravityAccelerationMeanX" 0.972624959821429
"walking" 5 "timeGravityAccelerationMeanY" -0.100440285303571
"walking" 5 "timeGravityAccelerationMeanZ" 0.00247623628392857
"walking" 5 "timeGravityAccelerationStandardDeviationX" -0.979348381428571
"walking" 5 "timeGravityAccelerationStandardDeviationY" -0.961585474821429
"walking" 5 "timeGravityAccelerationStandardDeviationZ" -0.964580803928571
"walking" 6 "frequencyBodyAccelerationJerkMeanX" -0.150942917824561
"walking" 6 "frequencyBodyAccelerationJerkMeanY" -0.0753742321614035
"walking" 6 "frequencyBodyAccelerationJerkMeanZ" -0.541438616140351
"walking" 6 "frequencyBodyAccelerationJerkStandardDeviationX" -0.19269469414386
"walking" 6 "frequencyBodyAccelerationJerkStandardDeviationY" 0.0314450678263158
"walking" 6 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.608624354210526
"walking" 6 "frequencyBodyAccelerationMagnitudeMean" -0.201386607649123
"walking" 6 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.421683093508772
"walking" 6 "frequencyBodyAccelerationMeanX" -0.187934323140351
"walking" 6 "frequencyBodyAccelerationMeanY" 0.140781621991228
"walking" 6 "frequencyBodyAccelerationMeanZ" -0.498520164385965
"walking" 6 "frequencyBodyAccelerationStandardDeviationX" -0.34522769
"walking" 6 "frequencyBodyAccelerationStandardDeviationY" 0.101699642168947
"walking" 6 "frequencyBodyAccelerationStandardDeviationZ" -0.550474621754386
"walking" 6 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.055401423331579
"walking" 6 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.0964999702982456
"walking" 6 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.366500534122807
"walking" 6 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.408078906482456
"walking" 6 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.329681123368421
"walking" 6 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.510648322631579
"walking" 6 "frequencyBodyGyroscopeMeanX" -0.239650710533333
"walking" 6 "frequencyBodyGyroscopeMeanY" -0.341378429473684
"walking" 6 "frequencyBodyGyroscopeMeanZ" -0.203575458733333
"walking" 6 "frequencyBodyGyroscopeStandardDeviationX" -0.515323854385965
"walking" 6 "frequencyBodyGyroscopeStandardDeviationY" -0.332008706842105
"walking" 6 "frequencyBodyGyroscopeStandardDeviationZ" -0.512209233508772
"walking" 6 "timeBodyAccelerationJerkMagnitudeMean" -0.195117026052632
"walking" 6 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.0706029648421053
"walking" 6 "timeBodyAccelerationJerkMeanX" 0.0699585876912281
"walking" 6 "timeBodyAccelerationJerkMeanY" -0.0164831715964912
"walking" 6 "timeBodyAccelerationJerkMeanZ" -0.00738931200701754
"walking" 6 "timeBodyAccelerationJerkStandardDeviationX" -0.132784766936842
"walking" 6 "timeBodyAccelerationJerkStandardDeviationY" 0.00808897373684211
"walking" 6 "timeBodyAccelerationJerkStandardDeviationZ" -0.575777466491228
"walking" 6 "timeBodyAccelerationMagnitudeMean" -0.166840713631579
"walking" 6 "timeBodyAccelerationMagnitudeStandardDeviation" -0.266734167368421
"walking" 6 "timeBodyAccelerationMeanX" 0.283658868070175
"walking" 6 "timeBodyAccelerationMeanY" -0.0168954189082456
"walking" 6 "timeBodyAccelerationMeanZ" -0.110303165877193
"walking" 6 "timeBodyAccelerationStandardDeviationX" -0.296538717368421
"walking" 6 "timeBodyAccelerationStandardDeviationY" 0.164213884996491
"walking" 6 "timeBodyAccelerationStandardDeviationZ" -0.504324207192982
"walking" 6 "timeBodyGyroscopeJerkMagnitudeMean" -0.321290483140351
"walking" 6 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.364708342315789
"walking" 6 "timeBodyGyroscopeJerkMeanX" -0.0878891090105263
"walking" 6 "timeBodyGyroscopeJerkMeanY" -0.0362308971842105
"walking" 6 "timeBodyGyroscopeJerkMeanZ" -0.0539597284210526
"walking" 6 "timeBodyGyroscopeJerkStandardDeviationX" -0.18260093354386
"walking" 6 "timeBodyGyroscopeJerkStandardDeviationY" -0.416390246140351
"walking" 6 "timeBodyGyroscopeJerkStandardDeviationZ" -0.166684422233333
"walking" 6 "timeBodyGyroscopeMagnitudeMean" -0.281207841122807
"walking" 6 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.36560291677193
"walking" 6 "timeBodyGyroscopeMeanX" -0.025509618645614
"walking" 6 "timeBodyGyroscopeMeanY" -0.0744462466
"walking" 6 "timeBodyGyroscopeMeanZ" 0.0838808799280702
"walking" 6 "timeBodyGyroscopeStandardDeviationX" -0.446020952631579
"walking" 6 "timeBodyGyroscopeStandardDeviationY" -0.331702267894737
"walking" 6 "timeBodyGyroscopeStandardDeviationZ" -0.383139334736842
"walking" 6 "timeGravityAccelerationMagnitudeMean" -0.166840713631579
"walking" 6 "timeGravityAccelerationMagnitudeStandardDeviation" -0.266734167368421
"walking" 6 "timeGravityAccelerationMeanX" 0.958067455087719
"walking" 6 "timeGravityAccelerationMeanY" -0.214694852280702
"walking" 6 "timeGravityAccelerationMeanZ" 0.0331888826842105
"walking" 6 "timeGravityAccelerationStandardDeviationX" -0.977779896491228
"walking" 6 "timeGravityAccelerationStandardDeviationY" -0.964248568070175
"walking" 6 "timeGravityAccelerationStandardDeviationZ" -0.957205025789474
"walking" 7 "frequencyBodyAccelerationJerkMeanX" -0.383715797719298
"walking" 7 "frequencyBodyAccelerationJerkMeanY" -0.123192887383684
"walking" 7 "frequencyBodyAccelerationJerkMeanZ" -0.106490372892632
"walking" 7 "frequencyBodyAccelerationJerkStandardDeviationX" -0.365314790947368
"walking" 7 "frequencyBodyAccelerationJerkStandardDeviationY" -0.0431917460807018
"walking" 7 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.190751539207018
"walking" 7 "frequencyBodyAccelerationMagnitudeMean" -0.151243649578947
"walking" 7 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.351706780526316
"walking" 7 "frequencyBodyAccelerationMeanX" -0.343048405789474
"walking" 7 "frequencyBodyAccelerationMeanY" -0.0641564202736842
"walking" 7 "frequencyBodyAccelerationMeanZ" 0.0385832252345614
"walking" 7 "frequencyBodyAccelerationStandardDeviationX" -0.322034908070175
"walking" 7 "frequencyBodyAccelerationStandardDeviationY" -0.143721823263158
"walking" 7 "frequencyBodyAccelerationStandardDeviationZ" 0.133316828089298
"walking" 7 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.0384187298547368
"walking" 7 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.022138358
"walking" 7 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.155339855862632
"walking" 7 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.0841663774087719
"walking" 7 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.192909765467895
"walking" 7 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.343894914947368
"walking" 7 "frequencyBodyGyroscopeMeanX" -0.318395104666667
"walking" 7 "frequencyBodyGyroscopeMeanY" -0.151966687436842
"walking" 7 "frequencyBodyGyroscopeMeanZ" -0.366733617894737
"walking" 7 "frequencyBodyGyroscopeStandardDeviationX" -0.563615256666667
"walking" 7 "frequencyBodyGyroscopeStandardDeviationY" -0.290859379017544
"walking" 7 "frequencyBodyGyroscopeStandardDeviationZ" -0.463270018245614
"walking" 7 "timeBodyAccelerationJerkMagnitudeMean" -0.192948900438596
"walking" 7 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.027557329277193
"walking" 7 "timeBodyAccelerationJerkMeanX" 0.0901462649192983
"walking" 7 "timeBodyAccelerationJerkMeanY" 0.0184322723280702
"walking" 7 "timeBodyAccelerationJerkMeanZ" -0.0210398551649123
"walking" 7 "timeBodyAccelerationJerkStandardDeviationX" -0.346026226140351
"walking" 7 "timeBodyAccelerationJerkStandardDeviationY" -0.0547448948245614
"walking" 7 "timeBodyAccelerationJerkStandardDeviationZ" -0.149488514397895
"walking" 7 "timeBodyAccelerationMagnitudeMean" -0.0978090439438596
"walking" 7 "timeBodyAccelerationMagnitudeStandardDeviation" -0.198554708385965
"walking" 7 "timeBodyAccelerationMeanX" 0.275592961754386
"walking" 7 "timeBodyAccelerationMeanY" -0.018653665345614
"walking" 7 "timeBodyAccelerationMeanZ" -0.110912234947368
"walking" 7 "timeBodyAccelerationStandardDeviationX" -0.327243240701754
"walking" 7 "timeBodyAccelerationStandardDeviationY" -0.0772618561052631
"walking" 7 "timeBodyAccelerationStandardDeviationZ" 0.159631283261403
"walking" 7 "timeBodyGyroscopeJerkMagnitudeMean" -0.300022779964912
"walking" 7 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.0953401161070176
"walking" 7 "timeBodyGyroscopeJerkMeanX" -0.123654199751333
"walking" 7 "timeBodyGyroscopeJerkMeanY" -0.0447766029745614
"walking" 7 "timeBodyGyroscopeJerkMeanZ" -0.0495713093294737
"walking" 7 "timeBodyGyroscopeJerkStandardDeviationX" -0.21166729682807
"walking" 7 "timeBodyGyroscopeJerkStandardDeviationY" -0.174136410738596
"walking" 7 "timeBodyGyroscopeJerkStandardDeviationZ" -0.458302971403509
"walking" 7 "timeBodyGyroscopeMagnitudeMean" -0.305959351403509
"walking" 7 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.19828316695614
"walking" 7 "timeBodyGyroscopeMeanX" 0.00228835208526316
"walking" 7 "timeBodyGyroscopeMeanY" -0.0837113724842105
"walking" 7 "timeBodyGyroscopeMeanZ" 0.0641104602035088
"walking" 7 "timeBodyGyroscopeStandardDeviationX" -0.503313517017544
"walking" 7 "timeBodyGyroscopeStandardDeviationY" -0.23109830545614
"walking" 7 "timeBodyGyroscopeStandardDeviationZ" -0.396013535263158
"walking" 7 "timeGravityAccelerationMagnitudeMean" -0.0978090439438596
"walking" 7 "timeGravityAccelerationMagnitudeStandardDeviation" -0.198554708385965
"walking" 7 "timeGravityAccelerationMeanX" 0.932566472280702
"walking" 7 "timeGravityAccelerationMeanY" -0.159097003684211
"walking" 7 "timeGravityAccelerationMeanZ" -0.160846924029807
"walking" 7 "timeGravityAccelerationStandardDeviationX" -0.979851271403509
"walking" 7 "timeGravityAccelerationStandardDeviationY" -0.969404155087719
"walking" 7 "timeGravityAccelerationStandardDeviationZ" -0.952159770526316
"walking" 8 "frequencyBodyAccelerationJerkMeanX" -0.311198711041667
"walking" 8 "frequencyBodyAccelerationJerkMeanY" 0.0796832872416667
"walking" 8 "frequencyBodyAccelerationJerkMeanZ" -0.361563262083333
"walking" 8 "frequencyBodyAccelerationJerkStandardDeviationX" -0.271448185291667
"walking" 8 "frequencyBodyAccelerationJerkStandardDeviationY" 0.315883536479167
"walking" 8 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.4044825094375
"walking" 8 "frequencyBodyAccelerationMagnitudeMean" -0.09521728274375
"walking" 8 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.360818978541667
"walking" 8 "frequencyBodyAccelerationMeanX" -0.247389011875
"walking" 8 "frequencyBodyAccelerationMeanY" 0.316982393333333
"walking" 8 "frequencyBodyAccelerationMeanZ" -0.238634594791667
"walking" 8 "frequencyBodyAccelerationStandardDeviationX" -0.148386858858333
"walking" 8 "frequencyBodyAccelerationStandardDeviationY" 0.32484493125
"walking" 8 "frequencyBodyAccelerationStandardDeviationZ" -0.158437341970833
"walking" 8 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.123834409766667
"walking" 8 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.276436130125
"walking" 8 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.473026230833333
"walking" 8 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.581240190833333
"walking" 8 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.301241848645833
"walking" 8 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.327459577895833
"walking" 8 "frequencyBodyGyroscopeMeanX" -0.102063053808333
"walking" 8 "frequencyBodyGyroscopeMeanY" -0.259729692333333
"walking" 8 "frequencyBodyGyroscopeMeanZ" -0.132902199479167
"walking" 8 "frequencyBodyGyroscopeStandardDeviationX" -0.234252005895833
"walking" 8 "frequencyBodyGyroscopeStandardDeviationY" -0.1908057215
"walking" 8 "frequencyBodyGyroscopeStandardDeviationZ" -0.1429742348125
"walking" 8 "timeBodyAccelerationJerkMagnitudeMean" -0.0668322430433333
"walking" 8 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.184571053979167
"walking" 8 "timeBodyAccelerationJerkMeanX" 0.0703393490833333
"walking" 8 "timeBodyAccelerationJerkMeanY" -0.00603947514583333
"walking" 8 "timeBodyAccelerationJerkMeanZ" -0.000673798876875
"walking" 8 "timeBodyAccelerationJerkStandardDeviationX" -0.2586886278125
"walking" 8 "timeBodyAccelerationJerkStandardDeviationY" 0.233987544458333
"walking" 8 "timeBodyAccelerationJerkStandardDeviationZ" -0.383200596479167
"walking" 8 "timeBodyAccelerationMagnitudeMean" 0.0516786278104167
"walking" 8 "timeBodyAccelerationMagnitudeStandardDeviation" -0.1804072826
"walking" 8 "timeBodyAccelerationMeanX" 0.27468631
"walking" 8 "timeBodyAccelerationMeanY" -0.0186628865310417
"walking" 8 "timeBodyAccelerationMeanZ" -0.107252090833333
"walking" 8 "timeBodyAccelerationStandardDeviationX" -0.173605736002083
"walking" 8 "timeBodyAccelerationStandardDeviationY" 0.380782052708333
"walking" 8 "timeBodyAccelerationStandardDeviationZ" -0.1420885318125
"walking" 8 "timeBodyGyroscopeJerkMagnitudeMean" -0.339129269583333
"walking" 8 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.502957255416667
"walking" 8 "timeBodyGyroscopeJerkMeanX" -0.135886431360417
"walking" 8 "timeBodyGyroscopeJerkMeanY" -0.0314880905541667
"walking" 8 "timeBodyGyroscopeJerkMeanZ" -0.0522683965333333
"walking" 8 "timeBodyGyroscopeJerkStandardDeviationX" -0.2460827504375
"walking" 8 "timeBodyGyroscopeJerkStandardDeviationY" -0.428055700208333
"walking" 8 "timeBodyGyroscopeJerkStandardDeviationZ" -0.388446971666667
"walking" 8 "timeBodyGyroscopeMagnitudeMean" -0.00310243820125
"walking" 8 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.238746703958333
"walking" 8 "timeBodyGyroscopeMeanX" 0.0235088228254167
"walking" 8 "timeBodyGyroscopeMeanY" -0.095791790535
"walking" 8 "timeBodyGyroscopeMeanZ" 0.0509657915395833
"walking" 8 "timeBodyGyroscopeStandardDeviationX" -0.1992097184375
"walking" 8 "timeBodyGyroscopeStandardDeviationY" -0.2119972775
"walking" 8 "timeBodyGyroscopeStandardDeviationZ" -0.0754447842395833
"walking" 8 "timeGravityAccelerationMagnitudeMean" 0.0516786278104167
"walking" 8 "timeGravityAccelerationMagnitudeStandardDeviation" -0.1804072826
"walking" 8 "timeGravityAccelerationMeanX" 0.913586347916667
"walking" 8 "timeGravityAccelerationMeanY" -0.217102194583333
"walking" 8 "timeGravityAccelerationMeanZ" -0.186267836962021
"walking" 8 "timeGravityAccelerationStandardDeviationX" -0.974752050208333
"walking" 8 "timeGravityAccelerationStandardDeviationY" -0.956781505625
"walking" 8 "timeGravityAccelerationStandardDeviationZ" -0.956640104791667
"walking" 9 "frequencyBodyAccelerationJerkMeanX" -0.314265401346154
"walking" 9 "frequencyBodyAccelerationJerkMeanY" -0.367706595
"walking" 9 "frequencyBodyAccelerationJerkMeanZ" -0.399541245192308
"walking" 9 "frequencyBodyAccelerationJerkStandardDeviationX" -0.170228340134423
"walking" 9 "frequencyBodyAccelerationJerkStandardDeviationY" -0.228380473480769
"walking" 9 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.419104362884615
"walking" 9 "frequencyBodyAccelerationMagnitudeMean" -0.318801022711538
"walking" 9 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.513891953269231
"walking" 9 "frequencyBodyAccelerationMeanX" -0.294711163653846
"walking" 9 "frequencyBodyAccelerationMeanY" -0.257677616153846
"walking" 9 "frequencyBodyAccelerationMeanZ" -0.250806259788462
"walking" 9 "frequencyBodyAccelerationStandardDeviationX" -0.218019977423077
"walking" 9 "frequencyBodyAccelerationStandardDeviationY" -0.223972558596154
"walking" 9 "frequencyBodyAccelerationStandardDeviationZ" -0.0337965256573077
"walking" 9 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.316870715576923
"walking" 9 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.322337536730769
"walking" 9 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.602581618269231
"walking" 9 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.624351923653846
"walking" 9 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.513797480384615
